student_id,term,campus,modality,discipline,discipline_area,workload_hours,attendance_pct,exam1_grade,exam2_grade,project_grade,participation_grade,final_grade,letter_grade,status,approval,fail_reason,age_range,employment_status
S0903,2024.1,Campus A,Presencial,Data Engineering II,Engineering,64,87.4,82.3,89.9,83.7,86.6,85.2,B,Aprovado,1,,40-44,Tempo integral
S0903,2025.1,Campus A,Online,Big Data & Spark,Engineering,32,69.6,75.1,80.8,71.1,75.2,74.9,C,Trancado,0,withdraw,40-44,Tempo integral
S0903,2024.1,Campus A,Híbrido,Streaming Systems,Engineering,32,66.1,91.1,48.7,60.2,67.4,65.8,D,Reprovado,0,low_attendance,40-44,Tempo integral
S0903,2024.1,Campus A,Online,MLOps Foundations,ML/AI,32,69.7,73.4,85.6,77.8,67.6,77.6,C,Reprovado,0,low_attendance,40-44,Tempo integral
S0903,2024.2,Campus A,Presencial,Feature Engineering,ML/AI,32,83.6,77.7,41.9,75.9,81.8,68.4,D,Reprovado,0,low_grade,40-44,Tempo integral
S0903,2024.2,Campus A,Híbrido,Statistics for Data,Analytics,48,83.4,70.4,56.4,74.3,90.8,70.5,C,Aprovado,1,,40-44,Tempo integral
S0904,2025.1,Campus A,Online,Data Engineering II,Engineering,32,60.5,86.8,85.7,69.4,62.9,77.2,C,Reprovado,0,low_attendance,25-29,Tempo integral
S0904,2024.2,Campus A,Presencial,Big Data & Spark,Engineering,48,98.8,81.9,64.3,88.9,93.0,81.4,B,Aprovado,1,,25-29,Tempo integral
S0904,2025.1,Campus A,Online,Streaming Systems,Engineering,32,82.1,66.3,76.7,48.7,83.2,63.5,D,Reprovado,0,low_grade,25-29,Tempo integral
S0904,2025.1,Campus A,Presencial,MLOps Foundations,ML/AI,32,73.9,76.2,64.8,76.5,72.2,73.1,C,Reprovado,0,low_attendance,25-29,Tempo integral
S0904,2025.1,Campus A,Presencial,Feature Engineering,ML/AI,48,76.8,68.3,66.9,85.7,82.4,76.3,C,Aprovado,1,,25-29,Tempo integral
S0904,2024.2,Campus A,Online,Statistics for Data,Analytics,64,61.8,72.3,67.6,64.2,62.5,66.9,D,Reprovado,0,low_attendance,25-29,Tempo integral
S0905,2024.1,Campus B,Presencial,Data Engineering II,Engineering,32,94.6,89.6,71.7,79.9,100.0,82.3,B,Aprovado,1,,30-34,Meio período
S0905,2025.1,Campus B,Presencial,Big Data & Spark,Engineering,32,87.4,84.7,40.9,68.3,80.4,66.8,D,Reprovado,0,low_grade,30-34,Meio período
S0905,2024.2,Campus B,Presencial,Streaming Systems,Engineering,64,79.8,100.0,88.5,76.0,87.3,86.2,B,Aprovado,1,,30-34,Meio período
S0905,2024.1,Campus B,Presencial,MLOps Foundations,ML/AI,32,80.6,62.7,72.6,81.7,78.9,74.4,C,Aprovado,1,,30-34,Meio período
S0905,2024.1,Campus B,Híbrido,Feature Engineering,ML/AI,48,94.7,65.1,94.0,84.7,89.5,82.6,B,Aprovado,1,,30-34,Meio período
S0905,2024.1,Campus B,Presencial,Statistics for Data,Analytics,32,80.5,63.4,93.7,75.3,76.5,77.0,C,Aprovado,1,,30-34,Meio período
S0906,2024.1,Campus A,Híbrido,Data Engineering II,Engineering,48,77.5,62.4,62.2,68.8,82.8,67.0,D,Reprovado,0,low_grade,25-29,Tempo integral
S0906,2025.1,Campus A,Presencial,Big Data & Spark,Engineering,48,78.9,74.4,100.0,68.0,77.4,78.5,C,Aprovado,1,,25-29,Tempo integral
S0906,2024.1,Campus A,Presencial,Streaming Systems,Engineering,48,85.4,76.0,72.8,64.7,80.6,71.2,C,Aprovado,1,,25-29,Tempo integral
S0906,2025.1,Campus A,Presencial,MLOps Foundations,ML/AI,48,74.7,77.6,76.6,80.7,77.7,78.6,C,Reprovado,0,low_attendance,25-29,Tempo integral
S0906,2025.1,Campus A,Presencial,Feature Engineering,ML/AI,48,90.6,92.4,63.7,75.0,86.6,77.7,C,Aprovado,1,,25-29,Tempo integral
S0906,2024.2,Campus A,Online,Statistics for Data,Analytics,32,77.5,65.0,64.3,70.6,87.4,69.3,D,Reprovado,0,low_grade,25-29,Tempo integral
S0907,2024.1,Campus C,Online,Data Engineering II,Engineering,32,70.5,94.1,59.2,83.6,69.1,78.7,C,Reprovado,0,low_attendance,25-29,Meio período
S0907,2024.1,Campus C,Presencial,Big Data & Spark,Engineering,48,90.0,74.8,86.1,79.7,88.1,80.9,B,Aprovado,1,,25-29,Meio período
S0907,2024.1,Campus C,Presencial,Streaming Systems,Engineering,48,98.6,82.2,67.3,74.9,100.0,77.3,C,Aprovado,1,,25-29,Meio período
S0907,2024.2,Campus C,Híbrido,MLOps Foundations,ML/AI,32,66.2,67.3,75.5,74.3,68.5,72.3,C,Reprovado,0,low_attendance,25-29,Meio período
S0907,2024.1,Campus C,Presencial,Feature Engineering,ML/AI,32,79.8,96.3,80.8,55.0,85.9,74.9,C,Aprovado,1,,25-29,Meio período
S0907,2024.2,Campus C,Presencial,Statistics for Data,Analytics,48,75.5,61.4,78.6,61.6,72.6,66.9,D,Reprovado,0,low_grade,25-29,Meio período
S0908,2024.2,Campus B,Online,Data Engineering II,Engineering,32,85.3,74.1,60.7,84.6,87.7,76.3,C,Aprovado,1,,35-39,Tempo integral
S0908,2024.1,Campus B,Online,Big Data & Spark,Engineering,64,68.0,72.0,87.3,68.6,77.5,75.1,C,Reprovado,0,low_attendance,35-39,Tempo integral
S0908,2024.1,Campus B,Presencial,Streaming Systems,Engineering,32,91.0,92.0,74.6,82.5,85.5,83.2,B,Aprovado,1,,35-39,Tempo integral
S0908,2025.1,Campus B,Presencial,MLOps Foundations,ML/AI,64,73.2,76.9,64.5,100.0,77.3,83.1,B,Reprovado,0,low_attendance,35-39,Tempo integral
S0908,2024.1,Campus B,Híbrido,Feature Engineering,ML/AI,64,67.4,74.5,68.4,99.9,71.2,82.8,B,Reprovado,0,low_attendance,35-39,Tempo integral
S0908,2024.1,Campus B,Presencial,Statistics for Data,Analytics,48,61.7,88.5,74.3,74.5,57.5,76.3,C,Reprovado,0,low_attendance,35-39,Tempo integral
S0909,2024.2,Campus A,Presencial,Data Engineering II,Engineering,32,82.1,85.8,86.5,81.4,81.4,83.8,B,Trancado,0,withdraw,30-34,Tempo integral
S0909,2024.2,Campus A,Híbrido,Big Data & Spark,Engineering,48,100.0,65.9,99.5,82.2,94.8,83.7,B,Aprovado,1,,30-34,Tempo integral
S0909,2025.1,Campus A,Presencial,Streaming Systems,Engineering,32,86.0,53.0,58.0,84.7,90.5,70.7,C,Aprovado,1,,30-34,Tempo integral
S0909,2024.1,Campus A,Híbrido,MLOps Foundations,ML/AI,32,96.9,66.5,94.7,77.6,100.0,81.3,B,Aprovado,1,,30-34,Tempo integral
S0909,2025.1,Campus A,Presencial,Feature Engineering,ML/AI,32,93.3,71.7,80.9,58.7,83.0,69.9,D,Reprovado,0,low_grade,30-34,Tempo integral
S0909,2024.2,Campus A,Presencial,Statistics for Data,Analytics,32,89.6,78.3,75.1,84.0,86.4,80.6,B,Aprovado,1,,30-34,Tempo integral
S0910,2024.2,Campus C,Online,Data Engineering II,Engineering,32,68.4,61.4,72.4,75.5,63.5,70.0,C,Reprovado,0,low_attendance,35-39,Tempo integral
S0910,2024.1,Campus C,Presencial,Big Data & Spark,Engineering,64,83.2,60.8,68.6,84.9,79.9,74.3,C,Aprovado,1,,35-39,Tempo integral
S0910,2024.2,Campus C,Online,Streaming Systems,Engineering,32,67.7,70.6,66.1,68.5,74.3,69.0,D,Reprovado,0,low_attendance,35-39,Tempo integral
S0910,2024.2,Campus C,Presencial,MLOps Foundations,ML/AI,32,85.5,84.3,72.5,77.7,84.3,78.7,C,Aprovado,1,,35-39,Tempo integral
S0910,2024.2,Campus C,Online,Feature Engineering,ML/AI,48,66.2,68.3,76.3,91.7,62.7,79.1,C,Reprovado,0,low_attendance,35-39,Tempo integral
S0910,2024.1,Campus C,Presencial,Statistics for Data,Analytics,48,96.5,68.6,78.4,44.2,100.0,64.4,D,Reprovado,0,low_grade,35-39,Tempo integral
S0911,2025.1,Campus A,Presencial,Data Engineering II,Engineering,48,75.8,93.6,97.4,82.2,65.6,87.2,B,Aprovado,1,,25-29,Tempo integral
S0911,2025.1,Campus A,Presencial,Big Data & Spark,Engineering,64,82.7,46.6,95.2,66.6,76.0,69.7,D,Reprovado,0,low_grade,25-29,Tempo integral
S0911,2024.2,Campus A,Presencial,Streaming Systems,Engineering,64,92.1,55.2,54.2,52.1,90.7,57.3,F,Reprovado,0,low_grade,25-29,Tempo integral
S0911,2025.1,Campus A,Online,MLOps Foundations,ML/AI,48,70.3,65.3,79.7,90.3,65.5,78.9,C,Reprovado,0,low_attendance,25-29,Tempo integral
S0911,2024.1,Campus A,Híbrido,Feature Engineering,ML/AI,32,90.8,77.9,78.3,70.4,92.5,76.4,C,Aprovado,1,,25-29,Tempo integral
S0911,2024.2,Campus A,Online,Statistics for Data,Analytics,64,62.1,74.9,50.7,60.4,56.5,61.2,D,Trancado,0,withdraw,25-29,Tempo integral
S0912,2024.1,Campus B,Online,Data Engineering II,Engineering,32,81.0,80.2,64.2,71.5,73.6,72.0,C,Trancado,0,withdraw,30-34,Desempregado
S0912,2024.2,Campus B,Híbrido,Big Data & Spark,Engineering,32,90.4,58.3,67.7,59.2,85.1,63.7,D,Reprovado,0,low_grade,30-34,Desempregado
S0912,2024.1,Campus B,Presencial,Streaming Systems,Engineering,32,84.5,84.0,79.7,83.9,87.8,83.3,B,Aprovado,1,,30-34,Desempregado
S0912,2024.2,Campus B,Presencial,MLOps Foundations,ML/AI,48,77.4,72.9,69.1,54.7,78.2,65.2,D,Reprovado,0,low_grade,30-34,Desempregado
S0912,2024.2,Campus B,Híbrido,Feature Engineering,ML/AI,32,77.0,79.2,51.4,88.8,81.4,76.3,C,Aprovado,1,,30-34,Desempregado
S0912,2024.2,Campus B,Online,Statistics for Data,Analytics,48,71.4,63.7,87.4,70.8,69.4,73.0,C,Reprovado,0,low_attendance,30-34,Desempregado
S0913,2025.1,Campus A,Presencial,Data Engineering II,Engineering,32,86.9,60.3,69.0,85.9,85.6,75.2,C,Aprovado,1,,25-29,Tempo integral
S0913,2024.1,Campus A,Presencial,Big Data & Spark,Engineering,48,76.3,79.4,82.2,74.3,72.4,77.3,C,Aprovado,1,,25-29,Tempo integral
S0913,2024.2,Campus A,Presencial,Streaming Systems,Engineering,32,90.7,69.0,84.4,62.6,94.3,72.8,C,Aprovado,1,,25-29,Tempo integral
S0913,2024.2,Campus A,Híbrido,MLOps Foundations,ML/AI,48,88.1,81.2,75.6,71.0,85.1,76.1,C,Aprovado,1,,25-29,Tempo integral
S0913,2024.2,Campus A,Online,Feature Engineering,ML/AI,48,86.1,70.4,97.5,75.0,83.6,80.3,B,Aprovado,1,,25-29,Tempo integral
S0913,2025.1,Campus A,Presencial,Statistics for Data,Analytics,32,90.3,71.7,80.6,70.3,93.2,75.5,C,Aprovado,1,,25-29,Tempo integral
S0914,2024.1,Campus C,Presencial,Data Engineering II,Engineering,48,100.0,60.4,88.2,90.3,100.0,83.3,B,Aprovado,1,,25-29,Tempo integral
S0914,2024.2,Campus C,Presencial,Big Data & Spark,Engineering,32,83.8,65.5,79.5,85.9,93.7,80.0,B,Aprovado,1,,25-29,Tempo integral
S0914,2025.1,Campus C,Online,Streaming Systems,Engineering,32,56.4,58.7,67.9,79.6,60.2,69.5,D,Reprovado,0,low_attendance,25-29,Tempo integral
S0914,2025.1,Campus C,Presencial,MLOps Foundations,ML/AI,64,75.2,78.5,44.3,79.9,75.1,70.2,C,Trancado,0,withdraw,25-29,Tempo integral
S0914,2024.2,Campus C,Híbrido,Feature Engineering,ML/AI,32,98.6,57.6,70.7,81.4,98.3,74.5,C,Aprovado,1,,25-29,Tempo integral
S0914,2024.1,Campus C,Presencial,Statistics for Data,Analytics,48,88.2,43.9,59.1,92.6,82.1,71.0,C,Aprovado,1,,25-29,Tempo integral
S0915,2024.2,Campus A,Online,Data Engineering II,Engineering,48,100.0,60.8,53.6,83.9,100.0,72.2,C,Aprovado,1,,25-29,Tempo integral
S0915,2024.1,Campus A,Presencial,Big Data & Spark,Engineering,48,74.2,73.0,50.2,73.0,73.7,67.4,D,Reprovado,0,low_attendance,25-29,Tempo integral
S0915,2025.1,Campus A,Presencial,Streaming Systems,Engineering,48,87.9,95.9,93.5,93.6,89.9,93.8,A,Aprovado,1,,25-29,Tempo integral
S0915,2025.1,Campus A,Presencial,MLOps Foundations,ML/AI,48,84.9,65.0,67.8,87.7,90.8,77.4,C,Aprovado,1,,25-29,Tempo integral
S0915,2024.2,Campus A,Presencial,Feature Engineering,ML/AI,32,85.4,91.1,82.8,62.5,85.1,77.0,C,Aprovado,1,,25-29,Tempo integral
S0915,2025.1,Campus A,Presencial,Statistics for Data,Analytics,32,72.3,79.1,85.5,66.1,71.5,74.7,C,Reprovado,0,low_attendance,25-29,Tempo integral
S0916,2024.1,Campus C,Presencial,Data Engineering II,Engineering,32,82.1,52.3,97.2,80.0,81.7,77.5,C,Aprovado,1,,20-24,Meio período
S0916,2024.1,Campus C,Presencial,Big Data & Spark,Engineering,32,96.3,79.0,76.3,71.7,99.9,77.5,C,Aprovado,1,,20-24,Meio período
S0916,2024.1,Campus C,Presencial,Streaming Systems,Engineering,32,83.7,65.9,82.8,89.0,83.0,81.1,B,Aprovado,1,,20-24,Meio período
S0916,2024.1,Campus C,Presencial,MLOps Foundations,ML/AI,48,92.9,83.0,66.3,87.2,97.2,81.9,B,Aprovado,1,,20-24,Meio período
S0916,2025.1,Campus C,Presencial,Feature Engineering,ML/AI,48,72.5,74.5,68.5,62.4,78.9,68.6,D,Reprovado,0,low_attendance,20-24,Meio período
S0916,2024.1,Campus C,Presencial,Statistics for Data,Analytics,48,83.9,78.8,78.6,64.0,79.0,72.8,C,Aprovado,1,,20-24,Meio período
S0917,2024.1,Campus A,Online,Data Engineering II,Engineering,32,91.3,69.7,71.7,87.3,92.4,79.5,C,Aprovado,1,,30-34,Tempo integral
S0917,2024.1,Campus A,Presencial,Big Data & Spark,Engineering,32,92.0,68.0,87.3,72.0,94.1,77.1,C,Trancado,0,withdraw,30-34,Tempo integral
S0917,2025.1,Campus A,Online,Streaming Systems,Engineering,32,78.2,75.1,83.1,69.2,84.2,75.6,C,Aprovado,1,,30-34,Tempo integral
S0917,2024.1,Campus A,Presencial,MLOps Foundations,ML/AI,32,71.8,73.4,61.9,64.7,72.0,66.9,D,Reprovado,0,low_attendance,30-34,Tempo integral
S0917,2024.1,Campus A,Presencial,Feature Engineering,ML/AI,32,74.3,68.3,66.0,76.9,71.5,71.5,C,Reprovado,0,low_attendance,30-34,Tempo integral
S0917,2024.2,Campus A,Online,Statistics for Data,Analytics,48,74.6,65.3,71.3,68.5,80.1,69.6,D,Trancado,0,withdraw,30-34,Tempo integral
S0918,2024.1,Campus B,Presencial,Data Engineering II,Engineering,48,88.3,75.8,71.9,77.0,91.1,76.9,C,Aprovado,1,,25-29,Tempo integral
S0918,2024.2,Campus B,Híbrido,Big Data & Spark,Engineering,32,91.5,76.3,71.4,80.3,92.9,78.3,C,Aprovado,1,,25-29,Tempo integral
S0918,2025.1,Campus B,Presencial,Streaming Systems,Engineering,32,77.1,71.2,48.1,76.9,80.9,68.7,D,Reprovado,0,low_grade,25-29,Tempo integral
S0918,2024.2,Campus B,Presencial,MLOps Foundations,ML/AI,48,72.5,74.7,74.1,78.5,78.7,76.5,C,Reprovado,0,low_attendance,25-29,Tempo integral
S0918,2024.2,Campus B,Presencial,Feature Engineering,ML/AI,48,75.8,59.6,72.7,82.3,78.7,73.8,C,Aprovado,1,,25-29,Tempo integral
S0918,2024.1,Campus B,Online,Statistics for Data,Analytics,48,87.1,63.7,62.8,77.7,91.5,71.9,C,Aprovado,1,,25-29,Tempo integral
S0919,2025.1,Campus A,Híbrido,Data Engineering II,Engineering,32,73.7,75.0,69.4,90.4,70.5,79.3,C,Reprovado,0,low_attendance,25-29,Tempo integral
S0919,2024.2,Campus A,Presencial,Big Data & Spark,Engineering,32,100.0,88.0,87.8,76.7,96.3,84.2,B,Aprovado,1,,25-29,Tempo integral
S0919,2024.1,Campus A,Online,Streaming Systems,Engineering,48,84.7,78.7,83.3,51.4,80.2,69.1,D,Reprovado,0,low_grade,25-29,Tempo integral
S0919,2024.1,Campus A,Presencial,MLOps Foundations,ML/AI,32,76.0,72.8,55.8,72.1,79.1,68.9,D,Reprovado,0,low_grade,25-29,Tempo integral
S0919,2024.1,Campus A,Presencial,Feature Engineering,ML/AI,64,78.9,76.3,60.7,80.5,77.4,74.2,C,Aprovado,1,,25-29,Tempo integral
S0919,2024.1,Campus A,Presencial,Statistics for Data,Analytics,64,91.7,64.2,68.2,60.4,92.7,66.5,D,Reprovado,0,low_grade,25-29,Tempo integral
S0920,2024.1,Campus B,Híbrido,Data Engineering II,Engineering,32,74.1,85.3,69.5,75.3,63.4,75.1,C,Reprovado,0,low_attendance,30-34,Tempo integral
S0920,2025.1,Campus B,Presencial,Big Data & Spark,Engineering,48,70.8,48.5,65.5,80.4,64.8,67.1,D,Reprovado,0,low_attendance,30-34,Tempo integral
S0920,2025.1,Campus B,Híbrido,Streaming Systems,Engineering,32,78.1,61.7,49.4,70.9,77.7,63.9,D,Reprovado,0,low_grade,30-34,Tempo integral
S0920,2024.2,Campus B,Presencial,MLOps Foundations,ML/AI,48,90.6,72.8,87.3,67.0,84.8,75.3,C,Aprovado,1,,30-34,Tempo integral
S0920,2024.2,Campus B,Presencial,Feature Engineering,ML/AI,32,90.0,77.9,69.7,66.3,79.4,71.4,C,Aprovado,1,,30-34,Tempo integral
S0920,2025.1,Campus B,Presencial,Statistics for Data,Analytics,32,100.0,65.6,68.5,60.2,99.3,67.6,D,Reprovado,0,low_grade,30-34,Tempo integral
S0921,2024.1,Campus B,Presencial,Data Engineering II,Engineering,32,84.5,72.0,76.9,66.2,89.0,72.6,C,Aprovado,1,,30-34,Desempregado
S0921,2024.1,Campus B,Híbrido,Big Data & Spark,Engineering,32,99.1,46.6,67.8,68.0,94.9,65.3,D,Reprovado,0,low_grade,30-34,Desempregado
S0921,2024.1,Campus B,Híbrido,Streaming Systems,Engineering,32,75.4,64.3,54.5,69.1,70.2,64.4,D,Reprovado,0,low_grade,30-34,Desempregado
S0921,2025.1,Campus B,Presencial,MLOps Foundations,ML/AI,48,94.9,77.2,87.8,68.0,84.7,77.0,C,Aprovado,1,,30-34,Desempregado
S0921,2024.1,Campus B,Presencial,Feature Engineering,ML/AI,32,79.2,70.7,61.4,61.2,77.0,65.2,D,Reprovado,0,low_grade,30-34,Desempregado
S0921,2025.1,Campus B,Presencial,Statistics for Data,Analytics,32,84.3,78.6,65.9,62.1,84.7,69.4,D,Reprovado,0,low_grade,30-34,Desempregado
S0922,2024.1,Campus A,Online,Data Engineering II,Engineering,32,75.9,96.5,85.8,52.7,73.4,74.0,C,Aprovado,1,,25-29,Tempo integral
S0922,2025.1,Campus A,Presencial,Big Data & Spark,Engineering,32,86.3,71.4,68.1,87.7,86.3,78.6,C,Aprovado,1,,25-29,Tempo integral
S0922,2025.1,Campus A,Híbrido,Streaming Systems,Engineering,32,77.3,70.3,72.8,65.5,71.5,69.1,D,Reprovado,0,low_grade,25-29,Tempo integral
S0922,2024.1,Campus A,Presencial,MLOps Foundations,ML/AI,48,74.1,74.6,71.9,86.3,71.6,78.3,C,Reprovado,0,low_attendance,25-29,Tempo integral
S0922,2025.1,Campus A,Presencial,Feature Engineering,ML/AI,32,95.9,69.0,74.5,70.9,93.1,73.5,C,Aprovado,1,,25-29,Tempo integral
S0922,2024.1,Campus A,Presencial,Statistics for Data,Analytics,48,74.8,71.6,76.9,86.6,72.0,79.0,C,Reprovado,0,low_attendance,25-29,Tempo integral
S0923,2024.2,Campus B,Híbrido,Data Engineering II,Engineering,48,97.6,68.8,66.2,77.1,100.0,74.6,C,Aprovado,1,,25-29,Tempo integral
S0923,2024.2,Campus B,Presencial,Big Data & Spark,Engineering,32,87.5,83.3,84.8,81.2,94.3,83.9,B,Aprovado,1,,25-29,Tempo integral
S0923,2024.2,Campus B,Presencial,Streaming Systems,Engineering,64,98.1,66.8,77.7,79.9,100.0,78.1,C,Aprovado,1,,25-29,Tempo integral
S0923,2024.1,Campus B,Presencial,MLOps Foundations,ML/AI,64,82.4,82.8,74.8,58.8,78.7,70.8,C,Aprovado,1,,25-29,Tempo integral
S0923,2025.1,Campus B,Presencial,Feature Engineering,ML/AI,48,94.0,72.4,71.0,64.2,95.0,71.1,C,Aprovado,1,,25-29,Tempo integral
S0923,2024.1,Campus B,Online,Statistics for Data,Analytics,32,64.9,38.9,68.9,69.4,64.9,61.2,D,Reprovado,0,low_attendance,25-29,Tempo integral
S0924,2024.2,Campus A,Híbrido,Data Engineering II,Engineering,32,77.9,81.7,42.2,65.3,78.2,64.9,D,Reprovado,0,low_grade,25-29,Meio período
S0924,2025.1,Campus A,Presencial,Big Data & Spark,Engineering,48,79.8,63.1,80.3,64.5,78.4,69.5,D,Reprovado,0,low_grade,25-29,Meio período
S0924,2025.1,Campus A,Presencial,Streaming Systems,Engineering,48,77.8,82.5,91.6,58.9,84.2,75.5,C,Aprovado,1,,25-29,Meio período
S0924,2024.2,Campus A,Presencial,MLOps Foundations,ML/AI,32,74.4,63.7,68.5,67.1,79.9,67.9,D,Reprovado,0,low_attendance,25-29,Meio período
S0924,2024.2,Campus A,Presencial,Feature Engineering,ML/AI,32,94.7,68.3,59.7,72.6,90.9,70.1,C,Aprovado,1,,25-29,Meio período
S0924,2024.2,Campus A,Presencial,Statistics for Data,Analytics,32,99.9,82.9,73.4,58.3,94.6,71.9,C,Aprovado,1,,25-29,Meio período
S0925,2024.2,Campus A,Presencial,Data Engineering II,Engineering,32,91.3,100.0,98.1,86.5,88.3,92.9,A,Aprovado,1,,20-24,Tempo integral
S0925,2025.1,Campus A,Online,Big Data & Spark,Engineering,48,73.3,73.0,74.7,85.6,79.8,79.1,C,Reprovado,0,low_attendance,20-24,Tempo integral
S0925,2025.1,Campus A,Presencial,Streaming Systems,Engineering,32,92.8,64.6,87.3,71.1,99.3,76.4,C,Aprovado,1,,20-24,Tempo integral
S0925,2025.1,Campus A,Presencial,MLOps Foundations,ML/AI,48,83.3,68.5,71.7,74.2,83.4,73.1,C,Aprovado,1,,20-24,Tempo integral
S0925,2024.1,Campus A,Presencial,Feature Engineering,ML/AI,64,100.0,88.9,55.2,58.8,97.0,69.2,D,Reprovado,0,low_grade,20-24,Tempo integral
S0925,2024.1,Campus A,Presencial,Statistics for Data,Analytics,32,69.2,84.0,65.9,67.8,74.3,72.1,C,Reprovado,0,low_attendance,20-24,Tempo integral
S0926,2024.1,Campus A,Presencial,Data Engineering II,Engineering,48,90.9,51.6,83.3,82.8,85.2,75.4,C,Aprovado,1,,45+,Meio período
S0926,2024.2,Campus A,Online,Big Data & Spark,Engineering,32,67.5,71.6,83.5,76.4,61.1,75.4,C,Reprovado,0,low_attendance,45+,Meio período
S0926,2024.2,Campus A,Presencial,Streaming Systems,Engineering,48,100.0,63.4,82.9,87.9,100.0,81.7,B,Aprovado,1,,45+,Meio período
S0926,2025.1,Campus A,Presencial,MLOps Foundations,ML/AI,32,78.0,61.9,79.6,84.9,83.6,77.7,C,Aprovado,1,,45+,Meio período
S0926,2024.2,Campus A,Online,Feature Engineering,ML/AI,32,84.7,79.5,63.7,69.6,81.8,71.8,C,Aprovado,1,,45+,Meio período
S0926,2025.1,Campus A,Presencial,Statistics for Data,Analytics,64,72.0,87.2,59.3,71.5,65.7,71.8,C,Reprovado,0,low_attendance,45+,Meio período
S0927,2024.2,Campus B,Presencial,Data Engineering II,Engineering,64,70.3,88.3,70.7,83.7,70.3,80.3,B,Reprovado,0,low_attendance,25-29,Tempo integral
S0927,2024.2,Campus B,Presencial,Big Data & Spark,Engineering,32,70.9,81.2,76.8,63.0,75.2,72.2,C,Reprovado,0,low_attendance,25-29,Tempo integral
S0927,2024.2,Campus B,Presencial,Streaming Systems,Engineering,48,66.3,66.7,89.8,87.4,66.0,80.7,B,Reprovado,0,low_attendance,25-29,Tempo integral
S0927,2024.1,Campus B,Presencial,MLOps Foundations,ML/AI,32,91.3,70.7,71.5,87.0,100.0,80.3,B,Aprovado,1,,25-29,Tempo integral
S0927,2024.2,Campus B,Presencial,Feature Engineering,ML/AI,32,74.0,69.3,82.6,87.2,70.1,79.8,C,Reprovado,0,low_attendance,25-29,Tempo integral
S0927,2024.2,Campus B,Presencial,Statistics for Data,Analytics,32,91.6,73.1,63.9,66.1,87.4,69.4,D,Reprovado,0,low_grade,25-29,Tempo integral
S0928,2024.1,Campus C,Presencial,Data Engineering II,Engineering,48,84.6,69.4,70.4,78.2,71.8,73.4,C,Aprovado,1,,25-29,Tempo integral
S0928,2025.1,Campus C,Presencial,Big Data & Spark,Engineering,48,100.0,51.0,50.3,79.3,100.0,67.1,D,Reprovado,0,low_grade,25-29,Tempo integral
S0928,2024.2,Campus C,Presencial,Streaming Systems,Engineering,32,80.5,79.0,73.8,100.0,75.0,85.7,B,Aprovado,1,,25-29,Tempo integral
S0928,2024.2,Campus C,Presencial,MLOps Foundations,ML/AI,32,92.2,81.9,78.5,82.8,99.0,83.1,B,Aprovado,1,,25-29,Tempo integral
S0928,2024.2,Campus C,Online,Feature Engineering,ML/AI,64,71.8,60.9,78.1,84.6,63.9,75.0,C,Reprovado,0,low_attendance,25-29,Tempo integral
S0928,2024.2,Campus C,Online,Statistics for Data,Analytics,48,75.4,80.1,81.3,64.9,87.8,75.1,C,Aprovado,1,,25-29,Tempo integral
S0929,2024.2,Campus B,Online,Data Engineering II,Engineering,48,54.5,66.2,70.7,63.0,52.5,64.7,D,Reprovado,0,low_attendance,30-34,Meio período
S0929,2025.1,Campus B,Presencial,Big Data & Spark,Engineering,32,73.3,95.0,56.7,62.8,70.6,70.1,C,Reprovado,0,low_attendance,30-34,Meio período
S0929,2024.2,Campus B,Presencial,Streaming Systems,Engineering,32,90.2,76.1,70.2,70.2,86.6,73.3,C,Aprovado,1,,30-34,Meio período
S0929,2024.2,Campus B,Presencial,MLOps Foundations,ML/AI,32,87.5,84.4,70.2,83.7,96.1,81.8,B,Aprovado,1,,30-34,Meio período
S0929,2024.2,Campus B,Híbrido,Feature Engineering,ML/AI,32,70.5,70.8,79.3,88.1,66.5,79.4,C,Reprovado,0,low_attendance,30-34,Meio período
S0929,2024.1,Campus B,Presencial,Statistics for Data,Analytics,48,82.2,71.8,81.9,88.9,82.0,82.2,B,Aprovado,1,,30-34,Meio período
S0930,2024.2,Campus A,Presencial,Data Engineering II,Engineering,32,100.0,76.0,85.1,61.0,93.2,74.0,C,Aprovado,1,,30-34,Tempo integral
S0930,2024.2,Campus A,Presencial,Big Data & Spark,Engineering,32,77.4,54.8,90.9,81.4,73.7,76.3,C,Aprovado,1,,30-34,Tempo integral
S0930,2025.1,Campus A,Presencial,Streaming Systems,Engineering,32,82.8,79.3,59.0,79.4,88.1,75.2,C,Aprovado,1,,30-34,Tempo integral
S0930,2024.2,Campus A,Híbrido,MLOps Foundations,ML/AI,32,86.0,81.1,72.1,83.2,96.5,81.3,B,Aprovado,1,,30-34,Tempo integral
S0930,2024.1,Campus A,Presencial,Feature Engineering,ML/AI,32,84.4,47.9,79.8,51.7,81.8,60.8,D,Reprovado,0,low_grade,30-34,Tempo integral
S0930,2024.2,Campus A,Presencial,Statistics for Data,Analytics,48,82.0,58.9,64.5,69.9,83.9,67.2,D,Reprovado,0,low_grade,30-34,Tempo integral
S0931,2025.1,Campus B,Híbrido,Data Engineering II,Engineering,48,76.8,68.9,76.5,64.5,85.8,70.7,C,Aprovado,1,,45+,Meio período
